Source,Target,Weight,Publication Type,Publication Name,Title,Co-authors,Keywords
CW209,SJP58,0.2,Conference,Neuro-Oncology,CONCORDANCE OF PATIENT AND CLINICIAN REPORTED PRESENTING SYMPTOMS AT INITIAL NEURO-ONCOLOGY ASSESSMENT,"Collins JEC, Santarius T, Watts C, Walter FM, Price SJ, Joannides AJ",[]
KK101,NJW1004,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Endogenous Sex Steroids and Risk of Cervical Carcinoma: Results from the EPIC Study,"Rinaldi S, Plummer M, Biessy C, Castellsague X, Overvad K, Kjaer SK, Tjonneland A, Clavel-Chapelon F, Chabbert-Buffet N, Mesrine S","[u'BREAST-CANCER RISK', u'COLLABORATIVE REANALYSIS', u'INDIVIDUAL DATA', u'POSTMENOPAUSAL WOMEN', u'ESTROGEN', u'SERUM', u'NUTRITION', u'VALIDITY', u'HORMONES', u'CONTRACEPTIVES']"
KK101,NJW1004,0.111111111111,Journal article,American Journal of Epidemiology,Circulating 25-hydroxyvitamin D3 in relation to renal cell carcinoma incidence and survival in the EPIC cohort,"Muller DC, Fanidi A, Midttun Ø, Steffen A, Dossus L, Boutron-Ruault MC, Severi G, Kühn T, Katzke V, De La Torre RA",[]
KK101,NJW1004,0.111111111111,Journal article,Journal of the National Cancer Institute,Hepatocellular Carcinoma Risk Factors and Disease Burden in a European Cohort: A Nested Case-Control Study,"Trichopoulos D, Bamia C, Lagiou P, Fedirko V, Trepo E, Jenab M, Pischon T, Nothlings U, Overved K, Tjonneland A","[u'HEPATITIS-C VIRUS', u'ATTRIBUTABLE RISK', u'LIVER-DISEASE', u'CANCER', u'NUTRITION', u'EXPOSURE', u'ALCOHOL', u'ASSOCIATION', u'POPULATION', u'ANTIBODIES']"
KK101,NJW1004,0.111111111111,Journal article,Journal of Clinical Oncology,Evaluation of Human Papillomavirus Antibodies and Risk of Subsequent Head and Neck Cancer,"Kreimer AR, Johansson M, Waterboer T, Kaaks R, Chang-Claude J, Drogen D, Tjonneland A, Overvad K, Ramon Quiros J, Gonzalez CA",[]
SDT36,EL422,0.111111111111,Journal article,Oncogene,Anaplastic large cell lymphoma-propagating cells are detectable by side population analysis and possess an expression profile reflective of a primitive origin,"Moti N, Malcolm T, Hamoudi R, Mian S, Garland G, Hook CE, Burke GAA, Wasik MA, Merkel O, Kenner L",[]
AB149,TK106,0.111111111111,Journal article,Journal of Medicinal Chemistry,"Discovery of I-BRD9, a Selective Cell Active Chemical Probe for Bromodomain Containing Protein 9 Inhibition","Theodoulou NH, Bamborough P, Bannister AJ, Becher I, Bit RA, Che KH, Chung CW, Dittmann A, Drewes G, Drewry DH",[]
PHJ20,MPA28,0.2,Journal article,Journal of Pathology,Acute sensitivity of the oral mucosa to oncogenic K-ras,"Weyden LD, Alcolea MP, Jones PH, Rust AG, Arends MJ, Adams DJ","[u'oral mucosa', u'hyperplasia', u'carcinoma', u'K-ras', u'pAKT', u'pERK', u'cyclin D1', u'SQUAMOUS-CELL CARCINOMA', u'CONDITIONAL EXPRESSION', u'SOMATIC ACTIVATION', u'SIGNALING PATHWAY', u'GENE-EXPRESSION', u'CANCER-THERAPY', u'LUNG-CANCER', u'MOUSE', u'TUMORIGENESIS', u'MICE']"
ERC24,JT233,0.111111111111,Journal article,Journal of Immunology,TARM1 is a novel leukocyte receptor complex-encoded ITAM receptor that costimulates proinflammatory cytokine secretion by macrophages and neutrophils,"Radjabova V, Mastroeni P, Skjødt K, Zaccone P, De Bono B, Goodall JC, Chilvers ER, Juss JK, Jones DC, Trowsdale J",[]
NGB21,MAP1001,0.111111111111,Journal article,British Journal of Radiology,Random variation in rectal position during radiotherapy for prostate cancer is two to three times greater than that predicted from prostate motion,"Scaife J, Harrison K, Romanchikova M, Parker A, Sutcliffe M, Bond S, Thomas S, Freeman S, Jena R, Bates A",[]
APD10,FAG1000,0.111111111111,Conference,Atherosclerosis,IDENTIFYING ACTIVE VASCULAR MICROCALCIFICATION BY F-18-SODIUM FLUORIDE POSITRON EMISSION TOMOGRAPHY,"Vesey AT, Irkle A, Lewis DY, Skepper JN, Bird JL, Dweck MR, Joshi FR, Gallagher FA, Warburton EA, Bennett M",[]
APD10,JHFR2,0.111111111111,Conference,Atherosclerosis,IDENTIFYING ACTIVE VASCULAR MICROCALCIFICATION BY F-18-SODIUM FLUORIDE POSITRON EMISSION TOMOGRAPHY,"Vesey AT, Irkle A, Lewis DY, Skepper JN, Bird JL, Dweck MR, Joshi FR, Gallagher FA, Warburton EA, Bennett M",[]
FAG1000,JHFR2,0.111111111111,Conference,Atherosclerosis,IDENTIFYING ACTIVE VASCULAR MICROCALCIFICATION BY F-18-SODIUM FLUORIDE POSITRON EMISSION TOMOGRAPHY,"Vesey AT, Irkle A, Lewis DY, Skepper JN, Bird JL, Dweck MR, Joshi FR, Gallagher FA, Warburton EA, Bennett M",[]
TGQE2,KK101,0.111111111111,Journal article,Nature,"Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer (Reprinted from Nature Genetics vol 46, pg 736, 2014 10.1038/ng.3002)","Wang Y, McKay JD, Rafnar T, Wang Z, Timofeeva MN, Broderick P, Zong X, Laplana M, Wei Y, Han Y",[]
TGQE2,AM2185,0.111111111111,Journal article,Nature,"Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer (Reprinted from Nature Genetics vol 46, pg 736, 2014 10.1038/ng.3002)","Wang Y, McKay JD, Rafnar T, Wang Z, Timofeeva MN, Broderick P, Zong X, Laplana M, Wei Y, Han Y",[]
KK101,AM2185,0.111111111111,Journal article,Nature,"Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer (Reprinted from Nature Genetics vol 46, pg 736, 2014 10.1038/ng.3002)","Wang Y, McKay JD, Rafnar T, Wang Z, Timofeeva MN, Broderick P, Zong X, Laplana M, Wei Y, Han Y",[]
DFE20,KBM1000,0.111111111111,Journal article,American Journal of Human Genetics,Fine-scale mapping of the 5q11.2 breast cancer locus reveals at least three independent risk variants regulating MAP3K1,"Glubb DM, Maranian MJ, Michailidou K, Pooley KA, Meyer KB, Kar S, Carlebur S, O'Reilly M, Betts JA, Hillman KM",[]
DEN22,GL290,0.166666666667,Journal article,British Journal of Urology (BJU) International,"Trends in the use of radiotherapy and radical surgery for patients with bladder urothelial cell carcinoma in East Anglia, 1995-2006","Barbiere JM, Saeb-Parsy K, Greenberg DC, Wright KA, Brown CH, Neal DE, Lyratzopoulos G","[u'urothelial', u'bladder', u'cancer', u'trends', u'surgery', u'radiotherapy', u'CANCER SURVIVAL', u'SOCIOECONOMIC INEQUALITIES', u'GENDER-DIFFERENCES', u'LUNG-CANCER', u'ENGLAND', u'STAGE', u'BREAST', u'TRIAL', u'WALES', u'DELAY']"
NC109,IJG25,0.25,Journal article,Oncogene,HPV16 oncogene expression levels during early cervical carcinogenesis are determined by the balance of epigenetic chromatin modifications at the integrated virus genome,"Groves IJ, Knight ELA, Ang QY, Scarpini CG, Coleman N",[]
JLG40,KK101,0.111111111111,Journal article,The Lancet Diabetes and Endocrinology,Differences in the prospective association between individual plasma phospholipid saturated fatty acids and incident type 2 diabetes: The EPIC-InterAct case-cohort study,"Forouhi NG, Koulman A, Sharp SJ, Imamura F, Kröger J, Schulze MB, Crowe FL, Huerta JM, Guevara M, Beulens JWJ",[]
JLG40,NJW1004,0.111111111111,Journal article,The Lancet Diabetes and Endocrinology,Differences in the prospective association between individual plasma phospholipid saturated fatty acids and incident type 2 diabetes: The EPIC-InterAct case-cohort study,"Forouhi NG, Koulman A, Sharp SJ, Imamura F, Kröger J, Schulze MB, Crowe FL, Huerta JM, Guevara M, Beulens JWJ",[]
KK101,NJW1004,0.111111111111,Journal article,The Lancet Diabetes and Endocrinology,Differences in the prospective association between individual plasma phospholipid saturated fatty acids and incident type 2 diabetes: The EPIC-InterAct case-cohort study,"Forouhi NG, Koulman A, Sharp SJ, Imamura F, Kröger J, Schulze MB, Crowe FL, Huerta JM, Guevara M, Beulens JWJ",[]
KK101,NJW1004,0.111111111111,Journal article,Human Molecular Genetics,"FTO genetic variants, dietary intake and body mass index: insights from 177 330 individuals","Qi Q, Kilpelainen TO, Downer MK, Tanaka T, Smith CE, Sluijs I, Sonestedtl E, Chull AY, Renstrom F, Lin X",[]
DJL15,mjg40,0.5,Journal article,Magnetic Resonance in Medicine,Non-contrast-enhanced vascular magnetic resonance imaging using flow-dependent preparation with subtraction,"Priest AN, Graves MJ, Lomas DJ",[]
VJG29,DEN22,0.333333333333,Journal article,British Journal of Urology (BJU) International,The role of surgery in high-risk localised prostate cancer,"Gnanapragasam VJ, Mason MD, Shaw GL, Neal DE",[]
ACA20,DFE20,0.2,Journal article,British Journal of Cancer,"Boadicea breast cancer risk prediction model: Updates to cancer incidences, tumour pathology and web interface","Lee AJ, Cunningham AP, Kuchenbaecker KB, Mavaddat N, Easton DF, Antoniou AC",[]
ACA20,KBK21,0.2,Journal article,British Journal of Cancer,"Boadicea breast cancer risk prediction model: Updates to cancer incidences, tumour pathology and web interface","Lee AJ, Cunningham AP, Kuchenbaecker KB, Mavaddat N, Easton DF, Antoniou AC",[]
DFE20,KBK21,0.2,Journal article,British Journal of Cancer,"Boadicea breast cancer risk prediction model: Updates to cancer incidences, tumour pathology and web interface","Lee AJ, Cunningham AP, Kuchenbaecker KB, Mavaddat N, Easton DF, Antoniou AC",[]
SVL1000,IRB21,0.25,Journal article,Organic Process Research and Development,A flow-based synthesis of 2-aminoadamantane-2-carboxylic acid,"Battilocchio C, Baxendale IR, Biava M, Kitching MO, Ley SV",[]
SJG49,jau20,0.111111111111,Journal article,BMC Public Health,"Information and Risk Modification Trial (INFORM): Design of a randomised controlled trial of communicating different types of information about coronary heart disease risk, alongside lifestyle advice, to achieve change in health-related behaviour","Silarova B, Lucas J, Butterworth AS, Di Angelantonio E, Girling C, Lawrence K, Mackintosh S, Moore C, Payne RA, Sharp SJ",[]
ACA20,DFE20,0.2,Journal article,Genetic Epidemiology,Evaluation of association methods for analysing modifiers of disease risk in carriers of high-risk mutations.,"Barnes DR, Lee A, EMBRACE I, kConFab I, Easton DF, Antoniou AC",[]
AMD24,PP10001,0.111111111111,Journal article,American Journal of Human Genetics,Fine-Scale Mapping of the 5q11.2 Breast Cancer Locus Reveals at Least Three Independent Risk Variants Regulating MAP3K1,"Glubb D, Maranian M, Michailidou K, Pooley K, Meyer K, Kar S, Carlebur S, O'Reilly M, Betts J, Hillman K",[]
AMD24,DFE20,0.111111111111,Journal article,American Journal of Human Genetics,Fine-Scale Mapping of the 5q11.2 Breast Cancer Locus Reveals at Least Three Independent Risk Variants Regulating MAP3K1,"Glubb D, Maranian M, Michailidou K, Pooley K, Meyer K, Kar S, Carlebur S, O'Reilly M, Betts J, Hillman K",[]
AMD24,KBM1000,0.111111111111,Journal article,American Journal of Human Genetics,Fine-Scale Mapping of the 5q11.2 Breast Cancer Locus Reveals at Least Three Independent Risk Variants Regulating MAP3K1,"Glubb D, Maranian M, Michailidou K, Pooley K, Meyer K, Kar S, Carlebur S, O'Reilly M, Betts J, Hillman K",[]
PP10001,DFE20,0.111111111111,Journal article,American Journal of Human Genetics,Fine-Scale Mapping of the 5q11.2 Breast Cancer Locus Reveals at Least Three Independent Risk Variants Regulating MAP3K1,"Glubb D, Maranian M, Michailidou K, Pooley K, Meyer K, Kar S, Carlebur S, O'Reilly M, Betts J, Hillman K",[]
PP10001,KBM1000,0.111111111111,Journal article,American Journal of Human Genetics,Fine-Scale Mapping of the 5q11.2 Breast Cancer Locus Reveals at Least Three Independent Risk Variants Regulating MAP3K1,"Glubb D, Maranian M, Michailidou K, Pooley K, Meyer K, Kar S, Carlebur S, O'Reilly M, Betts J, Hillman K",[]
DFE20,KBM1000,0.111111111111,Journal article,American Journal of Human Genetics,Fine-Scale Mapping of the 5q11.2 Breast Cancer Locus Reveals at Least Three Independent Risk Variants Regulating MAP3K1,"Glubb D, Maranian M, Michailidou K, Pooley K, Meyer K, Kar S, Carlebur S, O'Reilly M, Betts J, Hillman K",[]
KK101,NJW1004,0.111111111111,Journal article,BMC Medicine,Metabolomic profiles of hepatocellular carcinoma in a European prospective cohort,"Fages A, Duarte-Salles T, Stepien M, Ferrari P, Fedirko V, Pontoizeau C, Trichopoulou A, Aleksandrova K, Tjønneland A, Olsen A",[]
JHG21,mjg40,0.25,Journal article,Medical Physics,An iterative reduced field-of-view reconstruction for periodically rotated overlapping parallel lines with enhanced reconstruction (PROPELLER) MRI,"Lin JM, Patterson AJ, Chang HC, Gillard JH, Graves MJ",[]
SPJ13,JVF21,0.111111111111,Journal article,Nature Chemical Biology,Small-molecule-induced DNA damage identifies alternative DNA structures in human genes,"Rodriguez R, Miller KM, Forment JV, Bradshaw CR, Nikan M, Britton S, Oelschlaegel T, Xhemalce B, Balasubramanian S, Jackson SP","[u'DOUBLE-STRAND BREAKS', u'G-QUADRUPLEX', u'HUMAN GENOME', u'IN-VIVO', u'HELICASE', u'INHIBITOR', u'TELOMERE', u'PROTEIN', u'CANCER', u'TRANSCRIPTION']"
ARG1000,DGK23,0.333333333333,Journal article,Experimental Hematology,Clonal heterogeneity as a driver of disease variability in the evolution of myeloproliferative neoplasms,"Prick J, de Haan G, Green AR, Kent DG",[]
ARV22,DRS36,0.142857142857,Journal article,Organic and Biomolecular Chemistry,Investigating peptide sequence variations for 'double-click' stapled p53 peptides,"Lau YH, De Andrade P, Sköld N, McKenzie GJ, Venkitaraman AR, Verma C, Lane DP, Spring DR",[]
KH387,CJW53,1.0,Conference,Journal of Pathology,Mammary Gland Involution: Characterization of the Switch to Irreversibility,"Hughes K, Watson CJ",[]
KK101,NJW1004,0.111111111111,Journal article,Circulation,Urinary Bisphenol A Concentration and Risk of Future Coronary Artery Disease in Apparently Healthy Men and Women,"Melzer D, Osborne NJ, Henley WE, Cipelli R, Young A, Money C, McCormack P, Luben R, Khaw KT, Wareham NJ","[u'bisphenol A', u'blood lipids', u'body mass index', u'coronary artery disease', u'endocrine disruption', u'IN-VIVO', u'RECEPTOR-GAMMA', u'SMOOTH-MUSCLE', u'HEART-DISEASE', u'US POPULATION', u'EXPOSURE', u'NORFOLK', u'PROTEIN', u'PLASMA', u'ASSOCIATION']"
KK101,NJW1004,0.111111111111,Journal article,European Journal of Epidemiology,Validity of a short questionnaire to assess physical activity in 10 European countries,"Peters T, Brage S, Westgate K, Franks PW, Gradmark A, Diaz MJT, Huerta JM, Bendinelli B, Vigl M, Boeing H","[u'Physical activity', u'Validity', u'Self-report', u'Questionnaire', u'Accelerometry', u'ACTIVITY ENERGY-EXPENDITURE', u'COMBINED HEART-RATE', u'CANCER', u'ACCELEROMETRY', u'REPEATABILITY', u'ADULTS', u'RELIABILITY', u'ACTIHEART', u'ACCURACY', u'SENSOR']"
TDF21,FIA20,0.111111111111,Journal article,Neuroimage,Quantification of receptor-ligand binding potential in sub-striatal domains using probabilistic and template regions of interest,"del Campo N, Tait RJ, Acosta-Cabronero Julio J, Hong YT, Izquierdo-Garcia D, Smith R, Aigbirhio FI, Sahakian BJ, Müller U, Robbins TW",[]
KK101,NJW1004,0.111111111111,Journal article,BMC Medicine,Meat consumption and mortality - results from the European Prospective Investigation into Cancer and Nutrition,"Rohrmann S, Overvad K, Bueno-de-Mesquita HB, Jakobsen MU, Egeberg R, Tjønneland A, Nailler L, Boutron-Ruault MC, Clavel-Chapelon F, Krogh V",[]
KK101,NJW1004,0.142857142857,Conference,Arthritis and Rheumatism,Comparison of Respiratory Function in Patients with Inflammatory Polyarthritis and the General Population in the United Kingdom.,"Verstappen SMM, Lunt M, Luben RN, Chipping J, Wareham N, Khaw KT, Bruce IN, Symmons DPM",[]
BJPH2,TK106,0.111111111111,Journal article,Leukemia,"Recurrent mutations, including NPM1c, activate a BRD4-dependent core transcriptional program in acute myeloid leukemia","Dawson MA, Gudgin EJ, Horton SJ, Giotopoulos G, Meduri E, Robson S, Cannizzaro E, Osaki H, Wiese M, Putwain S",[]
KK101,NJW1004,0.111111111111,Journal article,Nature Genetics,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes,"Morris AP, Voight BF, Teslovich TM, Ferreira T, Segrè AV, Steinthorsdottir V, Strawbridge RJ, Khan H, Grallert H, Mahajan A",[]
KK101,NJW1004,0.111111111111,Journal article,European Journal of Epidemiology,Fruit and vegetable intake and cause-specific mortality in the EPIC study,"Leenders M, Boshuizen HC, Ferrari P, Siersema PD, Overvad K, Tjønneland A, Olsen A, Boutron-Ruault MC, Dossus L, Dartois L",[]
SP577,CW209,0.125,Conference,Neuro-Oncology,GENETIC AND FUNCTIONAL DIVERSITY OF PROPAGATING CELLS IN GLIOBLASTOMA,"Piccirillo SGM, Colman S, Potter N, van Delft F, Lillis S, Carnicer M, Kearney L, Watts C, Greaves M",[]
KK101,NJW1004,0.166666666667,Conference,Diabetologia,Dietary intake of carbohydrates and risk of type 2 diabetes: European Prospective Investigation into Cancer in Norfolk study,"Abhari SA, Luben RN, Powell N, Bhaniani A, Wareham NJ, Forouhi NG, Khaw K-T",[]
KK101,NJW1004,0.166666666667,Conference,European Heart Journal,Serious underestimation of the overall risk of cardiovascular events if extrapolated from cardiovascular mortality: observations from the EPIC-Norfolk prospective population study,"Jorstad HT, Colkesen BE, Boekholdt SM, Tijssen JGP, Wareham NJ, Khaw KT, Peters RJG",[]
EAM29,PAL34,0.111111111111,Journal article,Journal of Immunology,"MiR-210 is induced by Oct-2, regulates B cells, and inhibits autoantibody production","Mok Y, Schwierzeck V, Thomas DC, Vigorito E, Rayner TF, Jarvis LB, Prosser HM, Bradley A, Withers DR, Martensson IL",[]
KK101,NJW1004,0.111111111111,Journal article,Journal of Lipid Research,Relationship of IgG and IgM autoantibodies and immune complexes to oxidized LDL with markers of oxidation and inflammation and cardiovascular events: results from the EPIC-Norfolk Study,"Ravandi A, Boekholdt SM, Mallat Z, Talmud PJ, Kastelein JJP, Wareham NJ, Miller ER, Benessiano J, Tedgui A, Witztum JL","[u'atherosclerosis', u'antibody', u'oxidation', u'low density lipoprotein', u'LOW-DENSITY-LIPOPROTEIN', u'CORONARY-ARTERY-DISEASE', u'RECEPTOR-DEFICIENT MICE', u'APPARENTLY HEALTHY-MEN', u'MYOCARDIAL-INFARCTION', u'SECRETORY PHOSPHOLIPASE-A2', u'CAROTID ATHEROSCLEROSIS', u'50-YEAR-OLD MEN', u'STATIN THERAPY', u'HEART-DISEASE']"
OAS23,JJB12,0.166666666667,Journal article,The Journal of Physical Chemistry Part C: Nanomaterials and Interfaces,Simple composite dipole model for the optical modes of strongly-coupled plasmonic nanoparticle aggregates,"Taylor RW, Esteban R, Mahajan S, Coulston R, Scherman OA, Aizpurua J, Baumberg JJ",[]
12055,PJL30,0.142857142857,Journal article,Proceedings of the National Academy of Sciences of USA,TMEM129 is a Derlin-1 associated ERAD E3 ligase essential for virus-induced degradation of MHC-I,"Van Den Boomen DJH, Timms RT, Grice GL, Stagg HR, Skdøt K, Dougan G, Nathan JA, Lehner PJ",[]
